1,00587_d-SCR_BMA,SI-GA-B1
2,00587_d-028_BMA,SI-GA-B2
3,00587_d-060_BMA,SI-GA-B3
4,00587_d-090_BMA,SI-GA-B4
5,00587_d-PLA_TuB,SI-GA-B5
6,00599_d-SCR_BMA,SI-GA-B6
7,00599_d-014_BMA,SI-GA-B7
8,00599_d-090_BMA,SI-GA-B9
